//Complete Material and Composite List
//Save this TAB as MaterialData.csv
TABLE MaterialData
CodeCat,MatList,Thkns,Rvalue,ThrmlCndct,Dens,SpecHt,ExtRoughness,// For Reference
Spandrel Panels Curtain Walls,Structural Glazing - Triple or low e glass - No Ins.,2.27,3.479,0.0542,29.09,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Triple or low e glass - R4 Ins.,1.83,5.067,0.03,35.69,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Triple or low e glass - R7 Ins.,2.55,5.817,0.03653,25.92,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Triple or low e glass - R10 Ins.,3.27,6.396,0.0425,20.44,0.26,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Triple or low e glass - R15 Ins.,4.47,7.024,0.05303,15.23,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Triple or low e glass - R20 Ins.,5.67,7.414,0.06373,12.22,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Triple or low e glass - R25 Ins.,6.87,7.771,0.07367,10.26,0.27,Smooth,JA4-10
Spandrel Panels Curtain Walls,Structural Glazing - Triple or low e glass - R30 Ins.,8.07,8,0.0842,8.88,0.27,Smooth,JA4-10
Straw Bale Wall,Straw Bale - Int and Ext Stucco - 18 in.,19.5,30,0.0542,12.95,0.11,Smooth,JA4-10
Woods,Ash - 1 in.,1.00,0.91,0.0917,40.06,0.39,MediumSmooth,AEC
Woods,Birch - 1 in.,1.00,0.84,0.0992,43.93,0.39,MediumSmooth,AEC
Woods,California Redwood - 1 in.,1.00,1.28,0.065,26.21,0.39,MediumSmooth,AEC
Woods,Douglas Fir-Larch - 1 in.,1.00,1.02,0.0817,34.88,0.39,MediumSmooth,AEC
Woods,Hardwood - 1 in.,1.00,0.86,0.0967,42.43,0.39,MediumSmooth,AEC
Woods,Hardwood - 1/2 in.,0.50,0.43,0.0967,42.43,0.39,MediumSmooth,AEC
Woods,Hardwood - 3/4 in.,0.75,0.65,0.0967,42.43,0.39,MediumSmooth,AEC
Woods,Maple - 1 in.,1.00,0.88,0.095,41.87,0.39,MediumSmooth,AEC
Woods,Oak - 1 in.,1.00,0.85,0.0983,43.93,0.39,MediumSmooth,AEC
Woods,Pine (oven-dried) - 1 in.,1.00,1.56,0.0533,23.00,0.45,MediumSmooth,AEC
Woods,Wood - 1 in.,1.00,0.96,0.0867,37.94,0.39,MediumSmooth,AEC
Woods,Wood - 1/2 in.,0.50,0.48,0.0867,37.94,0.39,MediumSmooth,AEC
Woods,Wood - 2 in.,2.00,1.92,0.0867,37.94,0.39,MediumSmooth,AEC
Woods,Wood - 4 in.,4.00,3.84,0.0867,37.94,0.39,MediumSmooth,AEC
Woods,Wood siding - 1/2 in.,0.50,0.80,0.0517,36.94,0.28,MediumSmooth,AEC
ENDTABLE
//
