;,2019 CEC Non-Residential 15 yr Electric Demand Hourly Multipliers,,
83116,0,,
83117,0,,
83118,0,,
83119,0,,
83120,0,,
83121,0,,
83122,0,,
83123,0,,
83124,0,,
90101,0,,
90102,0,,
90103,0,,
90104,0,,
90105,0,,
90106,0,,
90107,0,,
90108,5.07233E-17,,
90109,1.97888E-13,,
90110,2.47201E-13,,
90111,2.26633E-10,,
90112,1.90431E-08,,
90113,6.50576E-07,,
90114,1.87882E-05,,
90115,0.000404246,,
90116,0.001336967,,
90117,0.001714633,,
90118,0.023711053,,
90119,0.028819762,,
90120,0.009634446,,
90121,0.000205954,,
90122,4.49266E-08,,
90123,0,,
90124,0,,
90201,0,,
90202,0,,
90203,0,,
90204,0,,
90205,0,,
90206,0,,
90207,0,,
90208,5.07233E-17,,
90209,1.97888E-13,,
90210,2.47201E-13,,
90211,2.26633E-10,,
90212,1.90431E-08,,
90213,6.50576E-07,,
90214,1.87882E-05,,
90215,0.000404246,,
90216,0.001336967,,
90217,0.001714633,,
90218,0.023711053,,
90219,0.028819762,,
90220,0.009634446,,
90221,0.000205954,,
90222,4.49266E-08,,
90223,0,,
90224,0,,
90301,0,,
90302,0,,
90303,0,,
90304,0,,
90305,0,,
90306,0,,
90307,0,,
90308,5.07233E-17,,
90309,1.97888E-13,,
90310,2.47201E-13,,
90311,2.26633E-10,,
90312,1.90431E-08,,
90313,6.50576E-07,,
90314,1.87882E-05,,
90315,0.000404246,,
90316,0.001336967,,
90317,0.001714633,,
90318,0.023711053,,
90319,0.028819762,,
90320,0.009634446,,
90321,0.000205954,,
90322,4.49266E-08,,
90323,0,,
90324,0,,
90401,0,,
90402,0,,
90403,0,,
90404,0,,
90405,0,,
90406,0,,
90407,0,,
90408,0,,
90409,0,,
90410,0,,
90411,0,,
90412,0,,
90413,0,,
90414,0,,
90415,0,,
90416,0,,
90417,0,,
90418,0,,
90419,0,,
90420,0,,
90421,0,,
90422,0,,
90423,0,,
90424,0,,
90501,0,,
90502,0,,
90503,0,,
90504,0,,
90505,0,,
90506,0,,
90507,0,,
90508,0,,
90509,0,,
90510,0,,
90511,0,,
90512,0,,
90513,0,,
90514,0,,
90515,0,,
90516,0,,
90517,0,,
90518,0,,
90519,0,,
90520,0,,
90521,0,,
90522,0,,
90523,0,,
90524,0,,
90601,0,,
90602,0,,
90603,0,,
90604,0,,
90605,0,,
90606,0,,
90607,0,,
90608,0,,
90609,0,,
90610,0,,
90611,0,,
90612,0,,
90613,0,,
90614,0,,
90615,0,,
90616,0,,
90617,0,,
90618,0,,
90619,0,,
90620,0,,
90621,0,,
90622,0,,
90623,0,,
90624,0,,
90701,0,,
90702,0,,
90703,0,,
90704,0,,
90705,0,,
90706,0,,
90707,0,,
90708,0,,
90709,0,,
90710,0,,
90711,0,,
90712,0,,
90713,0,,
90714,0,,
90715,0,,
90716,0,,
90717,0,,
90718,0,,
90719,0,,
90720,0,,
90721,0,,
90722,0,,
90723,0,,
90724,0,,
90801,0,,
90802,0,,
90803,0,,
90804,0,,
90805,0,,
90806,0,,
90807,0,,
90808,0,,
90809,0,,
90810,0,,
90811,0,,
90812,0,,
90813,0,,
90814,0,,
90815,0,,
90816,0,,
90817,0,,
90818,0,,
90819,0,,
90820,0,,
90821,0,,
90822,0,,
90823,0,,
90824,0,,
90901,0,,
90902,0,,
90903,0,,
90904,0,,
90905,0,,
90906,0,,
90907,0,,
90908,0,,
90909,0,,
90910,0,,
90911,0,,
90912,0,,
90913,0,,
90914,0,,
90915,0,,
90916,0,,
90917,0,,
90918,0,,
90919,0,,
90920,0,,
90921,0,,
90922,0,,
90923,0,,
90924,0,,
91001,0,,
91002,0,,
91003,0,,
91004,0,,
91005,0,,
91006,0,,
91007,0,,
91008,5.07233E-17,,
91009,1.97888E-13,,
91010,2.47201E-13,,
91011,2.26633E-10,,
91012,1.90431E-08,,
91013,6.50576E-07,,
91014,1.87882E-05,,
91015,0.000404246,,
91016,0.001336967,,
91017,0.001714633,,
91018,0.023711053,,
91019,0.028819762,,
91020,0.009634446,,
91021,0.000205954,,
91022,4.49266E-08,,
91023,0,,
91024,0,,
91101,0,,
91102,0,,
91103,0,,
91104,0,,
91105,0,,
91106,0,,
91107,0,,
91108,0,,
91109,0,,
91110,0,,
91111,0,,
91112,0,,
91113,0,,
91114,0,,
91115,0,,
91116,0,,
91117,0,,
91118,0,,
91119,0,,
91120,0,,
91121,0,,
91122,0,,
91123,0,,
91124,0,,
91201,0,,
91202,0,,
91203,0,,
91204,0,,
91205,0,,
91206,0,,
91207,0,,
91208,0,,
91209,0,,
91210,0,,
91211,0,,
91212,0,,
91213,0,,
91214,0,,
91215,0,,
91216,0,,
91217,0,,
91218,0,,
91219,0,,
91220,0,,
91221,0,,
91222,0,,
91223,0,,
91224,0,,
91301,0,,
91302,0,,
91303,0,,
91304,0,,
91305,0,,
91306,0,,
91307,0,,
91308,0,,
91309,0,,
91310,0,,
91311,0,,
91312,0,,
91313,0,,
91314,0,,
91315,0,,
91316,0,,
91317,0,,
91318,0,,
91319,0,,
91320,0,,
91321,0,,
91322,0,,
91323,0,,
91324,0,,
91401,0,,
91402,0,,
91403,0,,
91404,0,,
91405,0,,
91406,0,,
91407,0,,
91408,0,,
91409,0,,
91410,0,,
91411,0,,
91412,0,,
91413,0,,
91414,0,,
91415,0,,
91416,0,,
91417,0,,
91418,0,,
91419,0,,
91420,0,,
91421,0,,
91422,0,,
91423,0,,
91424,0,,
91501,0,,
91502,0,,
91503,0,,
91504,0,,
91505,0,,
91506,0,,
91507,0,,
91508,0,,
91509,0,,
91510,0,,
91511,0,,
91512,0,,
91513,0,,
91514,0,,
91515,0,,
91516,0,,
91517,0,,
91518,0,,
91519,0,,
91520,0,,
91521,0,,
91522,0,,
91523,0,,
91524,0,,
91601,0,,
91602,0,,
91603,0,,
91604,0,,
91605,0,,
91606,0,,
91607,0,,
91608,0,,
91609,0,,
91610,0,,
91611,0,,
91612,0,,
91613,0,,
91614,0,,
91615,0,,
91616,0,,
91617,0,,
91618,0,,
91619,0,,
91620,0,,
91621,0,,
91622,0,,
91623,0,,
91624,0,,
91701,0,,
91702,0,,
91703,0,,
91704,0,,
91705,0,,
91706,0,,
91707,0,,
91708,0,,
91709,0,,
91710,0,,
91711,0,,
91712,0,,
91713,0,,
91714,0,,
91715,0,,
91716,0,,
91717,0,,
91718,0,,
91719,0,,
91720,0,,
91721,0,,
91722,0,,
91723,0,,
91724,0,,
91801,0,,
91802,0,,
91803,0,,
91804,0,,
91805,0,,
91806,0,,
91807,0,,
91808,0,,
91809,0,,
91810,0,,
91811,0,,
91812,0,,
91813,0,,
91814,0,,
91815,0,,
91816,0,,
91817,0,,
91818,0,,
91819,0,,
91820,0,,
91821,0,,
91822,0,,
91823,0,,
91824,0,,
91901,0,,
91902,0,,
91903,0,,
91904,0,,
91905,0,,
91906,0,,
91907,0,,
91908,0,,
91909,0,,
91910,0,,
91911,0,,
91912,0,,
91913,0,,
91914,0,,
91915,0,,
91916,0,,
91917,0,,
91918,0,,
91919,0,,
91920,0,,
91921,0,,
91922,0,,
91923,0,,
91924,0,,
92001,0,,
92002,0,,
92003,0,,
92004,0,,
92005,0,,
92006,0,,
92007,0,,
92008,0,,
92009,0,,
92010,0,,
92011,0,,
92012,0,,
92013,0,,
92014,0,,
92015,0,,
92016,0,,
92017,0,,
92018,0,,
92019,0,,
92020,0,,
92021,0,,
92022,0,,
92023,0,,
92024,0,,
92101,0,,
92102,0,,
92103,0,,
92104,0,,
92105,0,,
92106,0,,
92107,0,,
92108,0,,
92109,0,,
92110,0,,
92111,0,,
92112,0,,
92113,0,,
92114,0,,
92115,0,,
92116,0,,
92117,0,,
92118,0,,
92119,0,,
92120,0,,
92121,0,,
92122,0,,
92123,0,,
92124,0,,
92201,0,,
92202,0,,
92203,0,,
92204,0,,
92205,0,,
92206,0,,
92207,0,,
92208,5.07233E-17,,
92209,1.97888E-13,,
92210,2.47201E-13,,
92211,2.26633E-10,,
92212,1.90431E-08,,
92213,6.50576E-07,,
92214,1.87882E-05,,
92215,0.000404246,,
92216,0.001336967,,
92217,0.001714633,,
92218,0.023711053,,
92219,0.028819762,,
92220,0.009634446,,
92221,0.000205954,,
92222,4.49266E-08,,
92223,0,,
92224,0,,
92301,0,,
92302,0,,
92303,0,,
92304,0,,
92305,0,,
92306,0,,
92307,0,,
92308,5.07233E-17,,
92309,1.97888E-13,,
92310,2.47201E-13,,
92311,2.26633E-10,,
92312,1.90431E-08,,
92313,6.50576E-07,,
92314,1.87882E-05,,
92315,0.000404246,,
92316,0.001336967,,
92317,0.001714633,,
92318,0.023711053,,
92319,0.028819762,,
92320,0.009634446,,
92321,0.000205954,,
92322,4.49266E-08,,
92323,0,,
92324,0,,
92401,0,,
92402,0,,
92403,0,,
92404,0,,
92405,0,,
92406,0,,
92407,0,,
92408,5.07233E-17,,
92409,1.97888E-13,,
92410,2.47201E-13,,
92411,2.26633E-10,,
92412,1.90431E-08,,
92413,6.50576E-07,,
92414,1.87882E-05,,
92415,0.000404246,,
92416,0.001336967,,
92417,0.001714633,,
92418,0.023711053,,
92419,0.028819762,,
92420,0.009634446,,
92421,0.000205954,,
92422,4.49266E-08,,
92423,0,,
92424,0,,
92501,0,,
92502,0,,
92503,0,,
92504,0,,
92505,0,,
92506,0,,
92507,0,,
92508,0,,
92509,0,,
92510,0,,
92511,0,,
92512,0,,
92513,0,,
92514,0,,
92515,0,,
92516,0,,
92517,0,,
92518,0,,
92519,0,,
92520,0,,
92521,0,,
92522,0,,
92523,0,,
92524,0,,
92601,0,,
92602,0,,
92603,0,,
92604,0,,
92605,0,,
92606,0,,
92607,0,,
92608,0,,
92609,0,,
92610,0,,
92611,0,,
92612,0,,
92613,0,,
92614,0,,
92615,0,,
92616,0,,
92617,0,,
92618,0,,
92619,0,,
92620,0,,
92621,0,,
92622,0,,
92623,0,,
92624,0,,
92701,0,,
92702,0,,
92703,0,,
92704,0,,
92705,0,,
92706,0,,
92707,0,,
92708,0,,
92709,0,,
92710,0,,
92711,0,,
92712,0,,
92713,0,,
92714,0,,
92715,0,,
92716,0,,
92717,0,,
92718,0,,
92719,0,,
92720,0,,
92721,0,,
92722,0,,
92723,0,,
92724,0,,
92801,0,,
92802,0,,
92803,0,,
92804,0,,
92805,0,,
92806,0,,
92807,0,,
92808,0,,
92809,0,,
92810,0,,
92811,0,,
92812,0,,
92813,0,,
92814,0,,
92815,0,,
92816,0,,
92817,0,,
92818,0,,
92819,0,,
92820,0,,
92821,0,,
92822,0,,
92823,0,,
92824,0,,
92901,0,,
92902,0,,
92903,0,,
92904,0,,
92905,0,,
92906,0,,
92907,0,,
92908,0,,
92909,0,,
92910,0,,
92911,0,,
92912,0,,
92913,0,,
92914,0,,
92915,0,,
92916,0,,
92917,0,,
92918,0,,
92919,0,,
92920,0,,
92921,0,,
92922,0,,
92923,0,,
92924,0,,
93001,0,,
93002,0,,
93003,0,,
93004,0,,
93005,0,,
93006,0,,
93007,0,,
93008,0,,
93009,0,,
93010,0,,
93011,0,,
93012,0,,
93013,0,,
93014,0,,
93015,0,,
93016,0,,
93017,0,,
93018,0,,
93019,0,,
93020,0,,
93021,0,,
93022,0,,
93023,0,,
93024,0,,
100101,0,,
100102,0,,
100103,0,,
100104,0,,
100105,0,,
100106,0,,
100107,0,,
100108,0,,
100109,0,,
100110,0,,
100111,0,,
100112,0,,
100113,0,,
100114,0,,
100115,0,,
100116,0,,
100117,0,,
100118,0,,
100119,0,,
100120,0,,
100121,0,,
100122,0,,
100123,0,,
100124,0,,
100201,0,,
100202,0,,
100203,0,,
100204,0,,
100205,0,,
100206,0,,
100207,0,,
100208,0,,
100209,0,,
100210,0,,
100211,0,,
100212,0,,
100213,0,,
100214,0,,
100215,0,,
100216,0,,
100217,0,,
100218,0,,
100219,0,,
100220,0,,
100221,0,,
100222,0,,
100223,0,,
100224,0,,
100301,0,,
100302,0,,
100303,0,,
100304,0,,
100305,0,,
100306,0,,
100307,0,,
100308,0,,
100309,0,,
100310,0,,
100311,0,,
100312,0,,
100313,0,,
100314,0,,
100315,0,,
100316,0,,
100317,0,,
100318,0,,
100319,0,,
100320,0,,
100321,0,,
100322,0,,
100323,0,,
100324,0,,
100401,0,,
100402,0,,
100403,0,,
100404,0,,
100405,0,,
100406,0,,
100407,0,,
100408,0,,
100409,0,,
100410,0,,
100411,0,,
100412,0,,
100413,0,,
100414,0,,
100415,0,,
100416,0,,
100417,0,,
100418,0,,
100419,0,,
100420,0,,
100421,0,,
100422,0,,
100423,0,,
100424,0,,
100501,0,,
100502,0,,
100503,0,,
100504,0,,
100505,0,,
100506,0,,
100507,0,,
100508,0,,
100509,0,,
100510,0,,
100511,0,,
100512,0,,
100513,0,,
100514,0,,
100515,0,,
100516,0,,
100517,0,,
100518,0,,
100519,0,,
100520,0,,
100521,0,,
100522,0,,
100523,0,,
100524,0,,
100601,0,,
100602,0,,
100603,0,,
100604,0,,
100605,0,,
100606,0,,
100607,0,,
100608,0,,
100609,0,,
100610,0,,
100611,0,,
100612,0,,
100613,0,,
100614,0,,
100615,0,,
100616,0,,
100617,0,,
100618,0,,
100619,0,,
100620,0,,
100621,0,,
100622,0,,
100623,0,,
100624,0,,
100701,0,,
100702,0,,
100703,0,,
100704,0,,
100705,0,,
100706,0,,
100707,0,,
100708,0,,
100709,0,,
100710,0,,
100711,0,,
100712,0,,
100713,0,,
100714,0,,
100715,0,,
100716,0,,
100717,0,,
100718,0,,
100719,0,,
100720,0,,
100721,0,,
100722,0,,
100723,0,,
100724,0,,
100801,0,,
100802,0,,
100803,0,,
100804,0,,
100805,0,,
100806,0,,
100807,0,,
100808,0,,
100809,0,,
100810,0,,
100811,0,,
100812,0,,
100813,0,,
100814,0,,
100815,0,,
100816,0,,
100817,0,,
100818,0,,
100819,0,,
100820,0,,
100821,0,,
100822,0,,
100823,0,,
100824,0,,
100901,0,,
100902,0,,
100903,0,,
100904,0,,
100905,0,,
100906,0,,
100907,0,,
100908,0,,
100909,0,,
100910,0,,
100911,0,,
100912,0,,
100913,0,,
100914,0,,
100915,0,,
100916,0,,
100917,0,,
100918,0,,
100919,0,,
100920,0,,
100921,0,,
100922,0,,
100923,0,,
100924,0,,
101001,0,,
101002,0,,
101003,0,,
101004,0,,
101005,0,,
101006,0,,
101007,0,,
101008,0,,
101009,0,,
101010,0,,
101011,0,,
101012,0,,
101013,0,,
101014,0,,
101015,0,,
101016,0,,
101017,0,,
101018,0,,
101019,0,,
101020,0,,
101021,0,,
101022,0,,
101023,0,,
101024,0,,
101101,0,,
101102,0,,
101103,0,,
101104,0,,
101105,0,,
101106,0,,
101107,0,,
101108,0,,
101109,0,,
101110,0,,
101111,0,,
101112,0,,
101113,0,,
101114,0,,
101115,0,,
101116,0,,
101117,0,,
101118,0,,
101119,0,,
101120,0,,
101121,0,,
101122,0,,
101123,0,,
101124,0,,
101201,0,,
101202,0,,
101203,0,,
101204,0,,
101205,0,,
101206,0,,
101207,0,,
101208,0,,
101209,0,,
101210,0,,
101211,0,,
101212,0,,
101213,0,,
101214,0,,
101215,0,,
101216,0,,
101217,0,,
101218,0,,
101219,0,,
101220,0,,
101221,0,,
101222,0,,
101223,0,,
101224,0,,
101301,0,,
101302,0,,
101303,0,,
101304,0,,
101305,0,,
101306,0,,
101307,0,,
101308,0,,
101309,0,,
101310,0,,
101311,0,,
101312,0,,
101313,0,,
101314,0,,
101315,0,,
101316,0,,
101317,0,,
101318,0,,
101319,0,,
101320,0,,
101321,0,,
101322,0,,
101323,0,,
101324,0,,
101401,0,,
101402,0,,
101403,0,,
101404,0,,
101405,0,,
101406,0,,
101407,0,,
101408,0,,
101409,0,,
101410,0,,
101411,0,,
101412,0,,
101413,0,,
101414,0,,
101415,0,,
101416,0,,
101417,0,,
101418,0,,
101419,0,,
101420,0,,
101421,0,,
101422,0,,
101423,0,,
101424,0,,
101501,0,,
101502,0,,
101503,0,,
101504,0,,
101505,0,,
101506,0,,
101507,0,,
101508,0,,
101509,0,,
101510,0,,
101511,0,,
101512,0,,
101513,0,,
101514,0,,
101515,0,,
101516,0,,
101517,0,,
101518,0,,
101519,0,,
101520,0,,
101521,0,,
101522,0,,
101523,0,,
101524,0,,
101601,0,,
101602,0,,
101603,0,,
101604,0,,
101605,0,,
101606,0,,
101607,0,,
101608,0,,
101609,0,,
101610,0,,
101611,0,,
101612,0,,
101613,0,,
101614,0,,
101615,0,,
101616,0,,
101617,0,,
101618,0,,
101619,0,,
101620,0,,
101621,0,,
101622,0,,
101623,0,,
101624,0,,
101701,0,,
101702,0,,
101703,0,,
101704,0,,
101705,0,,
101706,0,,
101707,0,,
101708,0,,
101709,0,,
101710,0,,
101711,0,,
101712,0,,
101713,0,,
101714,0,,
101715,0,,
101716,0,,
101717,0,,
101718,0,,
101719,0,,
101720,0,,
101721,0,,
101722,0,,
101723,0,,
101724,0,,
101801,0,,
101802,0,,
101803,0,,
101804,0,,
101805,0,,
101806,0,,
101807,0,,
101808,0,,
101809,0,,
101810,0,,
101811,0,,
101812,0,,
101813,0,,
101814,0,,
101815,0,,
101816,0,,
101817,0,,
101818,0,,
101819,0,,
101820,0,,
101821,0,,
101822,0,,
101823,0,,
101824,0,,
101901,0,,
101902,0,,
101903,0,,
101904,0,,
101905,0,,
101906,0,,
101907,0,,
101908,0,,
101909,0,,
101910,0,,
101911,0,,
101912,0,,
101913,0,,
101914,0,,
101915,0,,
101916,0,,
101917,0,,
101918,0,,
101919,0,,
101920,0,,
101921,0,,
101922,0,,
101923,0,,
101924,0,,
102001,0,,
102002,0,,
102003,0,,
102004,0,,
102005,0,,
102006,0,,
102007,0,,
102008,0,,
102009,0,,
102010,0,,
102011,0,,
102012,0,,
102013,0,,
102014,0,,
102015,0,,
102016,0,,
102017,0,,
102018,0,,
102019,0,,
102020,0,,
102021,0,,
102022,0,,
102023,0,,
102024,0,,
102101,0,,
102102,0,,
102103,0,,
102104,0,,
102105,0,,
102106,0,,
102107,0,,
102108,0,,
102109,0,,
102110,0,,
102111,0,,
102112,0,,
102113,0,,
102114,0,,
102115,0,,
102116,0,,
102117,0,,
102118,0,,
102119,0,,
102120,0,,
102121,0,,
102122,0,,
102123,0,,
102124,0,,
102201,0,,
102202,0,,
102203,0,,
102204,0,,
102205,0,,
102206,0,,
102207,0,,
102208,0,,
102209,0,,
102210,0,,
102211,0,,
102212,0,,
102213,0,,
102214,0,,
102215,0,,
102216,0,,
102217,0,,
102218,0,,
102219,0,,
102220,0,,
102221,0,,
102222,0,,
102223,0,,
102224,0,,
102301,0,,
102302,0,,
102303,0,,
102304,0,,
102305,0,,
102306,0,,
102307,0,,
102308,0,,
102309,0,,
102310,0,,
102311,0,,
102312,0,,
102313,0,,
102314,0,,
102315,0,,
102316,0,,
102317,0,,
102318,0,,
102319,0,,
102320,0,,
102321,0,,
102322,0,,
102323,0,,
102324,0,,
102401,0,,
102402,0,,
102403,0,,
102404,0,,
102405,0,,
102406,0,,
102407,0,,
102408,0,,
102409,0,,
102410,0,,
102411,0,,
102412,0,,
102413,0,,
102414,0,,
102415,0,,
102416,0,,
102417,0,,
102418,0,,
102419,0,,
102420,0,,
102421,0,,
102422,0,,
102423,0,,
102424,0,,
102501,0,,
102502,0,,
102503,0,,
102504,0,,
102505,0,,
102506,0,,
102507,0,,
102508,0,,
102509,0,,
102510,0,,
102511,0,,
102512,0,,
102513,0,,
102514,0,,
102515,0,,
102516,0,,
102517,0,,
102518,0,,
102519,0,,
102520,0,,
102521,0,,
102522,0,,
102523,0,,
102524,0,,
102601,0,,
102602,0,,
102603,0,,
102604,0,,
102605,0,,
102606,0,,
102607,0,,
102608,0,,
102609,0,,
102610,0,,
102611,0,,
102612,0,,
102613,0,,
102614,0,,
102615,0,,
102616,0,,
102617,0,,
102618,0,,
102619,0,,
102620,0,,
102621,0,,
102622,0,,
102623,0,,
102624,0,,
102701,0,,
102702,0,,
102703,0,,
102704,0,,
102705,0,,
102706,0,,
102707,0,,
102708,0,,
102709,0,,
102710,0,,
102711,0,,
102712,0,,
102713,0,,
102714,0,,
102715,0,,
102716,0,,
102717,0,,
102718,0,,
102719,0,,
102720,0,,
102721,0,,
102722,0,,
102723,0,,
102724,0,,
102801,0,,
102802,0,,
102803,0,,
102804,0,,
102805,0,,
102806,0,,
102807,0,,
102808,0,,
102809,0,,
102810,0,,
102811,0,,
102812,0,,
102813,0,,
102814,0,,
102815,0,,
102816,0,,
102817,0,,
102818,0,,
102819,0,,
102820,0,,
102821,0,,
102822,0,,
102823,0,,
102824,0,,
102901,0,,
102902,0,,
102903,0,,
102904,0,,
102905,0,,
102906,0,,
102907,0,,
102908,0,,
102909,0,,
102910,0,,
102911,0,,
102912,0,,
102913,0,,
102914,0,,
102915,0,,
102916,0,,
102917,0,,
102918,0,,
102919,0,,
102920,0,,
102921,0,,
102922,0,,
102923,0,,
102924,0,,
103001,0,,
103002,0,,
103003,0,,
103004,0,,
103005,0,,
103006,0,,
103007,0,,
103008,0,,
103009,0,,
103010,0,,
103011,0,,
103012,0,,
103013,0,,
103014,0,,
103015,0,,
103016,0,,
103017,0,,
103018,0,,
103019,0,,
103020,0,,
103021,0,,
103022,0,,
103023,0,,
103024,0,,
103101,0,,
103102,0,,
103103,0,,
103104,0,,
103105,0,,
103106,0,,
103107,0,,
103108,0,,
103109,0,,
103110,0,,
103111,0,,
103112,0,,
103113,0,,
103114,0,,
103115,0,,
103116,0,,
103117,0,,
103118,0,,
103119,0,,
103120,0,,
103121,0,,
103122,0,,
103123,0,,
103124,0,,
110101,0,,
110102,0,,
110103,0,,
110104,0,,
110105,0,,
110106,0,,
110107,0,,
110108,0,,
110109,0,,
110110,0,,
110111,0,,
110112,0,,
110113,0,,
110114,0,,
110115,0,,
110116,0,,
110117,0,,
110118,0,,
110119,0,,
110120,0,,
110121,0,,
110122,0,,
110123,0,,
110124,0,,
110201,0,,
110202,0,,
110203,0,,
110204,0,,
110205,0,,
110206,0,,
110207,0,,
110208,0,,
110209,0,,
110210,0,,
110211,0,,
110212,0,,
110213,0,,
110214,0,,
110215,0,,
110216,0,,
110217,0,,
110218,0,,
110219,0,,
110220,0,,
110221,0,,
110222,0,,
110223,0,,
110224,0,,
110301,0,,
110302,0,,
110303,0,,
110304,0,,
110305,0,,
110306,0,,
110307,0,,
110308,0,,
110309,0,,
110310,0,,
110311,0,,
110312,0,,
110313,0,,
110314,0,,
110315,0,,
110316,0,,
110317,0,,
110318,0,,
110319,0,,
110320,0,,
110321,0,,
110322,0,,
110323,0,,
110324,0,,
110401,0,,
110402,0,,
110403,0,,
110404,0,,
110405,0,,
110406,0,,
110407,0,,
110408,0,,
110409,0,,
110410,0,,
110411,0,,
110412,0,,
110413,0,,
110414,0,,
110415,0,,
110416,0,,
110417,0,,
110418,0,,
110419,0,,
110420,0,,
110421,0,,
110422,0,,
110423,0,,
110424,0,,
110501,0,,
110502,0,,
110503,0,,
110504,0,,
110505,0,,
110506,0,,
110507,0,,
110508,0,,
110509,0,,
110510,0,,
110511,0,,
110512,0,,
110513,0,,
110514,0,,
110515,0,,
110516,0,,
110517,0,,
110518,0,,
110519,0,,
110520,0,,
110521,0,,
110522,0,,
110523,0,,
110524,0,,
110601,0,,
110602,0,,
110603,0,,
110604,0,,
110605,0,,
110606,0,,
110607,0,,
110608,0,,
110609,0,,
110610,0,,
110611,0,,
110612,0,,
110613,0,,
110614,0,,
110615,0,,
110616,0,,
110617,0,,
110618,0,,
110619,0,,
110620,0,,
110621,0,,
110622,0,,
110623,0,,
110624,0,,
110701,0,,
110702,0,,
110703,0,,
110704,0,,
110705,0,,
110706,0,,
110707,0,,
110708,0,,
110709,0,,
110710,0,,
110711,0,,
110712,0,,
110713,0,,
110714,0,,
110715,0,,
110716,0,,
110717,0,,
110718,0,,
110719,0,,
110720,0,,
110721,0,,
110722,0,,
110723,0,,
110724,0,,
110801,0,,
110802,0,,
110803,0,,
110804,0,,
110805,0,,
110806,0,,
110807,0,,
110808,0,,
110809,0,,
110810,0,,
110811,0,,
110812,0,,
110813,0,,
110814,0,,
110815,0,,
110816,0,,
110817,0,,
110818,0,,
110819,0,,
110820,0,,
110821,0,,
110822,0,,
110823,0,,
110824,0,,
110901,0,,
110902,0,,
110903,0,,
110904,0,,
110905,0,,
110906,0,,
110907,0,,
110908,0,,
110909,0,,
110910,0,,
110911,0,,
110912,0,,
110913,0,,
110914,0,,
110915,0,,
110916,0,,
110917,0,,
110918,0,,
110919,0,,
110920,0,,
110921,0,,
110922,0,,
110923,0,,
110924,0,,
111001,0,,
111002,0,,
111003,0,,
111004,0,,
111005,0,,
111006,0,,
111007,0,,
111008,0,,
111009,0,,
111010,0,,
111011,0,,
111012,0,,
111013,0,,
111014,0,,
111015,0,,
111016,0,,
111017,0,,
111018,0,,
111019,0,,
111020,0,,
111021,0,,
111022,0,,
111023,0,,
111024,0,,
111101,0,,
111102,0,,
111103,0,,
111104,0,,
111105,0,,
111106,0,,
111107,0,,
111108,0,,
111109,0,,
111110,0,,
111111,0,,
111112,0,,
111113,0,,
111114,0,,
111115,0,,
111116,0,,
111117,0,,
111118,0,,
111119,0,,
111120,0,,
111121,0,,
111122,0,,
111123,0,,
111124,0,,
111201,0,,
111202,0,,
111203,0,,
111204,0,,
111205,0,,
111206,0,,
111207,0,,
111208,0,,
111209,0,,
111210,0,,
111211,0,,
111212,0,,
111213,0,,
111214,0,,
111215,0,,
111216,0,,
111217,0,,
111218,0,,
111219,0,,
111220,0,,
111221,0,,
111222,0,,
111223,0,,
111224,0,,
111301,0,,
111302,0,,
111303,0,,
111304,0,,
111305,0,,
111306,0,,
111307,0,,
111308,0,,
111309,0,,
111310,0,,
111311,0,,
111312,0,,
111313,0,,
111314,0,,
111315,0,,
111316,0,,
111317,0,,
111318,0,,
111319,0,,
111320,0,,
111321,0,,
111322,0,,
111323,0,,
111324,0,,
111401,0,,
111402,0,,
111403,0,,
111404,0,,
111405,0,,
111406,0,,
111407,0,,
111408,0,,
111409,0,,
111410,0,,
111411,0,,
111412,0,,
111413,0,,
111414,0,,
111415,0,,
111416,0,,
111417,0,,
111418,0,,
111419,0,,
111420,0,,
111421,0,,
111422,0,,
111423,0,,
111424,0,,
111501,0,,
111502,0,,
111503,0,,
111504,0,,
111505,0,,
111506,0,,
111507,0,,
111508,0,,
111509,0,,
111510,0,,
111511,0,,
111512,0,,
111513,0,,
111514,0,,
111515,0,,
111516,0,,
111517,0,,
111518,0,,
111519,0,,
111520,0,,
111521,0,,
111522,0,,
111523,0,,
111524,0,,
111601,0,,
111602,0,,
111603,0,,
111604,0,,
111605,0,,
111606,0,,
111607,0,,
111608,0,,
111609,0,,
111610,0,,
111611,0,,
111612,0,,
111613,0,,
111614,0,,
111615,0,,
111616,0,,
111617,0,,
111618,0,,
111619,0,,
111620,0,,
111621,0,,
111622,0,,
111623,0,,
111624,0,,
111701,0,,
111702,0,,
111703,0,,
111704,0,,
111705,0,,
111706,0,,
111707,0,,
111708,0,,
111709,0,,
111710,0,,
111711,0,,
111712,0,,
111713,0,,
111714,0,,
111715,0,,
111716,0,,
111717,0,,
111718,0,,
111719,0,,
111720,0,,
111721,0,,
111722,0,,
111723,0,,
111724,0,,
111801,0,,
111802,0,,
111803,0,,
111804,0,,
111805,0,,
111806,0,,
111807,0,,
111808,0,,
111809,0,,
111810,0,,
111811,0,,
111812,0,,
111813,0,,
111814,0,,
111815,0,,
111816,0,,
111817,0,,
111818,0,,
111819,0,,
111820,0,,
111821,0,,
111822,0,,
111823,0,,
111824,0,,
111901,0,,
111902,0,,
111903,0,,
111904,0,,
111905,0,,
111906,0,,
111907,0,,
111908,0,,
111909,0,,
111910,0,,
111911,0,,
111912,0,,
111913,0,,
